# {"t_start": 1545323757.01304, "env_id": "MountainCar-v0"} 
r,l,t
-3.0,3,1.800178
-3.0,3,1.801974
-3.0,3,1.803585
-3.0,3,1.805615
-3.0,3,1.807585
-3.0,3,1.809597
-3.0,3,1.811563
-3.0,3,1.813506
-3.0,3,1.815435
-3.0,3,1.817247
-3.0,3,1.818958
-3.0,3,1.820605
-3.0,3,1.822122
-3.0,3,1.823671
-3.0,3,1.825226
-3.0,3,1.905017
-18.0,18,1.914548
-15.0,15,1.924205
-15.0,15,1.932805
-15.0,15,1.940663
-15.0,15,1.949736
-16.0,16,1.958125
-18.0,18,1.967212
-18.0,18,1.975747
-14.0,14,1.982365
-15.0,15,1.989477
-15.0,15,1.997691
-16.0,16,2.00737
-15.0,15,2.017249
-16.0,16,2.026158
-15.0,15,2.036843
-17.0,17,2.047282
-15.0,15,2.055376
-18.0,18,2.066769
-18.0,18,2.077878
-15.0,15,2.087569
-18.0,18,2.097606
-17.0,17,2.106026
-15.0,15,2.115868
-15.0,15,2.123848
-15.0,15,2.131263
-15.0,15,2.138889
-19.0,19,2.148234
-14.0,14,2.155398
-17.0,17,2.163977
-16.0,16,2.172971
-18.0,18,2.190692
-17.0,17,2.213719
-17.0,17,2.235173
-17.0,17,2.258753
-18.0,18,2.279125
-15.0,15,2.296664
-17.0,17,2.307792
-18.0,18,2.31891
-18.0,18,2.330429
-17.0,17,2.341771
-17.0,17,2.352117
-16.0,16,2.362447
-17.0,17,2.373793
-17.0,17,2.384948
-19.0,19,2.397035
-16.0,16,2.407026
-17.0,17,2.416898
-17.0,17,2.426171
-18.0,18,2.436159
-19.0,19,2.447691
-15.0,15,2.455738
-16.0,16,2.466128
-14.0,14,2.47505
-16.0,16,2.494337
-14.0,14,2.504327
-19.0,19,2.51534
-15.0,15,2.523988
-16.0,16,2.532692
-16.0,16,2.540336
-15.0,15,2.547652
-15.0,15,2.555423
-19.0,19,2.565175
-16.0,16,2.573712
-18.0,18,2.583174
-17.0,17,2.593285
-16.0,16,2.60302
-16.0,16,2.613333
-16.0,16,2.623599
-15.0,15,2.632532
-14.0,14,2.639313
-14.0,14,2.646267
-15.0,15,2.654195
-17.0,17,2.663448
-16.0,16,2.671873
-16.0,16,2.680246
-16.0,16,2.688948
-15.0,15,2.696632
-14.0,14,2.703782
-17.0,17,2.712562
-14.0,14,2.720089
-14.0,14,2.727594
-15.0,15,2.736856
-18.0,18,2.747782
-17.0,17,2.757001
-16.0,16,2.7653
-15.0,15,2.773084
-19.0,19,2.783294
-16.0,16,2.791519
